"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication"
"624","ENSAMXG00000008048","Molino-Control",4.508865618,0.000250023,"","","RECEPTOR","Sleep deprivation","McGaugh_2020"
"625","ENSAMXG00000002403","Molino-Control",4.566104853,0.000308578,"DSG2 (1 of many)","desmoglein-2-like [Source:NCBI gene;Acc:103034413]","PRECURSOR","Sleep deprivation","McGaugh_2020"
"626","ENSAMXG00000006799","Molino-Control",4.640032095,0.000586072,"","","","Sleep deprivation","McGaugh_2020"
"627","ENSAMXG00000013053","Molino-Control",4.644194388,0.000271864,"crybb1l1","crystallin, beta B1, like 1 [Source:ZFIN;Acc:ZDB-GENE-100112-3]","CRYSTALLIN B1","Sleep deprivation","McGaugh_2020"
"628","ENSAMXG00000017226","Molino-Control",4.695952602,0.00014534,"cnga1a","cyclic nucleotide gated channel alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090312-66]","CGMP GATED CATION CHANNEL ALPHA 1 CYCLIC NUCLEOTIDE GATED CATION CHANNEL 1 CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 1 CNG CHANNEL ALPHA 1 CNG 1 CNG1 CYCLIC NUCLEOTIDE GATED CHANNEL PHOTORECEPTOR ROD PHOTORECEPTOR CGMP GATED CHANNEL SUBUNIT ALPHA","Sleep deprivation","McGaugh_2020"
"629","ENSAMXG00000014218","Molino-Control",4.778190362,0.000129113,"cnga1b","cGMP-gated cation channel alpha-1-like [Source:NCBI gene;Acc:103037786]","CGMP GATED CATION CHANNEL ALPHA 1 CYCLIC NUCLEOTIDE GATED CATION CHANNEL 1 CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 1 CNG CHANNEL ALPHA 1 CNG 1 CNG1 CYCLIC NUCLEOTIDE GATED CHANNEL PHOTORECEPTOR ROD PHOTORECEPTOR CGMP GATED CHANNEL SUBUNIT ALPHA","Sleep deprivation","McGaugh_2020"
"630","ENSAMXG00000006947","Molino-Control",4.847640717,0.000538127,"prph2l","photoreceptor outer segment membrane glycoprotein 2-like [Source:NCBI gene;Acc:103043365]","PHOTORECEPTOR OUTER SEGMENT MEMBRANE GLYCOPROTEIN 2 CRDS2","Sleep deprivation","McGaugh_2020"
"631","ENSAMXG00000000419","Molino-Control",4.909439653,0.000213241,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"632","ENSAMXG00000011890","Molino-Control",4.914157024,0.000221392,"si:dkey-24p1.6","si:dkey-24p1.6 [Source:ZFIN;Acc:ZDB-GENE-060503-67]","SEL 1 HOMOLOG 3","Sleep deprivation","McGaugh_2020"
"633","ENSAMXG00000007681","Molino-Control",4.974163403,0.000118764,"zgc:195245","protein FAM107B-like [Source:NCBI gene;Acc:103046076]","UNKNOWN","Sleep deprivation","McGaugh_2020"
"634","ENSAMXG00000010826","Molino-Control",5.171739455,1.6e-05,"nrl","neural retina leucine zipper [Source:ZFIN;Acc:ZDB-GENE-050729-1]","NEURAL RETINA LEUCINE ZIPPER","Sleep deprivation","McGaugh_2020"
"635","ENSAMXG00000008951","Molino-Control",5.257673897,0.000291598,"adam8b","zinc metalloproteinase-disintegrin-like batroxstatin-1 [Source:NCBI gene;Acc:103037732]","DISINTEGRIN AND METALLOPROTEINASE DOMAIN CONTAINING 8 PRECURSOR ADAM 8 EC_3.4.24.- CELL SURFACE ANTIGEN MS2 CD156A ANTIGEN","Sleep deprivation","McGaugh_2020"
"636","ENSAMXG00000011464","Molino-Control",5.38249257,0.000151316,"mier3b","mesoderm induction early response protein 3-like [Source:NCBI gene;Acc:103026321]","MESODERM INDUCTION EARLY RESPONSE MI","Sleep deprivation","McGaugh_2020"
"637","ENSAMXG00000008823","Molino-Control",5.427225326,0.000258697,"aipl1","aryl hydrocarbon receptor interacting protein like 1 [Source:NCBI gene;Acc:103033614]","ARYL HYDROCARBON INTERACTING","Sleep deprivation","McGaugh_2020"
"638","ENSAMXG00000004323","Molino-Control",5.449310615,3.13e-06,"rgrb","retinal G protein coupled receptor b [Source:ZFIN;Acc:ZDB-GENE-050522-447]","C C CHEMOKINE RECEPTOR TYPE C C CKR CC CKR CCR ANTIGEN","Sleep deprivation","McGaugh_2020"
"639","ENSAMXG00000000496","Molino-Control",5.518415264,0.000122647,"nubp2","nucleotide binding protein 2 (MinD homolog, E. coli) [Source:ZFIN;Acc:ZDB-GENE-051023-10]","CYTOSOLIC FE S CLUSTER ASSEMBLY FACTOR","Sleep deprivation","McGaugh_2020"
"640","ENSAMXG00000020058","Molino-Control",5.728025208,8.38e-05,"sept4a","septin-5-like [Source:NCBI gene;Acc:103047659]","SEPTIN 4 BRAIN H5 PEANUT  2","Sleep deprivation","McGaugh_2020"
"641","ENSAMXG00000014043","Molino-Control",5.736616891,0.000144484,"","","E3 UBIQUITIN LIGASE RNF31 EC_2.3.2.27 HOIL 1 INTERACTING HOIP RING FINGER 31 RING TYPE E3 UBIQUITIN TRANSFERASE RNF31","Sleep deprivation","McGaugh_2020"
"642","ENSAMXG00000017029","Molino-Control",5.755962395,0.000153973,"myo5c","myosin VC [Source:NCBI gene;Acc:103034187]","UNCONVENTIONAL MYOSIN VC","Sleep deprivation","McGaugh_2020"
"643","ENSAMXG00000028478","Molino-Control",5.821593371,9.15e-05,"","","","Sleep deprivation","McGaugh_2020"
"644","ENSAMXG00000016192","Molino-Control",6.114181094,8.81e-06,"","","","Sleep deprivation","McGaugh_2020"
"645","ENSAMXG00000010156","Molino-Control",6.2818007,5.3e-06,"si:ch1073-70f20.1","si:ch1073-70f20.1 [Source:ZFIN;Acc:ZDB-GENE-081104-94]","BETA MICROSEMINOPROTEIN PRECURSOR PROSTATE SECRETED SEMINAL PLASMA PROSTATE SECRETORY OF 94 AMINO ACIDS PSP 94 PSP94","Sleep deprivation","McGaugh_2020"
"646","ENSAMXG00000012169","Molino-Control",6.519900143,0.000486553,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"647","ENSAMXG00000014454","Molino-Control",6.547096295,3.63e-08,"mrc1b (1 of many)","mannose receptor, C type 1b [Source:ZFIN;Acc:ZDB-GENE-070705-13]","PRECURSOR","Sleep deprivation","McGaugh_2020"
"648","ENSAMXG00000009861","Molino-Control",7.169952286,5.09e-07,"","","CINGULIN  1","Sleep deprivation","McGaugh_2020"
"649","ENSAMXG00000002706","Molino-Control",7.761503969,3.74e-07,"zgc:113279","uncharacterized LOC103038931 [Source:NCBI gene;Acc:103038931]","NF KAPPA B INHIBITOR ZETA I KAPPA B ZETA IKB ZETA IKAPPABZETA IL 1 INDUCIBLE NUCLEAR ANKYRIN REPEAT INAP MOLECULE POSSESSING ANKYRIN REPEATS INDUCED BY LIPOPOLYSACCHARIDE MAIL","Sleep deprivation","McGaugh_2020"
"650","ENSAMXG00000005621","Molino-Control",7.979010903,4.74e-07,"tbca","tubulin folding cofactor A [Source:NCBI gene;Acc:103046233]","TUBULIN SPECIFIC CHAPERONE A TCP1 CHAPERONIN COFACTOR A TUBULIN FOLDING COFACTOR A CFA","Sleep deprivation","McGaugh_2020"
"651","ENSAMXG00000004509","Molino-Control",10.10363341,0.000657478,"","","","Sleep deprivation","McGaugh_2020"
"652","ENSAMXG00000019466","Tinaja-Control",-9.792281941,3.08e-08,"","","ENDONUCLEASE DOMAIN CONTAINING 1 PRECURSOR EC_3.1.30.-","Sleep deprivation","McGaugh_2020"
"653","ENSAMXG00000013082","Tinaja-Control",-8.067264966,2.79e-23,"anxa5a","annexin A5a [Source:ZFIN;Acc:ZDB-GENE-080220-29]","ANNEXIN A5 ANCHORIN CII ANNEXIN V ANNEXIN 5 CALPHOBINDIN I CBP I ENDONEXIN II LIPOCORTIN V PLACENTAL ANTICOAGULANT 4 PLACENTAL ANTICOAGULANT I PAP I THROMBOPLASTIN INHIBITOR VASCULAR ANTICOAGULANT ALPHA VAC ALPHA","Sleep deprivation","McGaugh_2020"
"654","ENSAMXG00000020027","Tinaja-Control",-7.825204736,1.16e-05,"shbg","sex hormone-binding globulin [Source:ZFIN;Acc:ZDB-GENE-030131-1324]","","Sleep deprivation","McGaugh_2020"
"655","ENSAMXG00000012826","Tinaja-Control",-7.54614738,6.75e-07,"si:ch211-254c8.3","si:ch211-254c8.3 [Source:ZFIN;Acc:ZDB-GENE-100922-130]","GTPASE IMAP FAMILY MEMBER","Sleep deprivation","McGaugh_2020"
"656","ENSAMXG00000014519","Tinaja-Control",-7.440363754,1.57e-17,"","","BIGLYCAN PRECURSOR BONE/CARTILAGE PROTEOGLYCAN I PG S1","Sleep deprivation","McGaugh_2020"
"657","ENSAMXG00000003861","Tinaja-Control",-6.821877633,3.2e-07,"","","","Sleep deprivation","McGaugh_2020"
"658","ENSAMXG00000000523","Tinaja-Control",-5.687090489,1.36e-05,"","tripartite motif-containing protein 60-like [Source:NCBI gene;Acc:103040387]","E3 UBIQUITIN LIGASE TRIM41 EC_2.3.2.27 RING TYPE E3 UBIQUITIN TRANSFERASE TRIM41 TRIPARTITE MOTIF CONTAINING 41","Sleep deprivation","McGaugh_2020"
"659","ENSAMXG00000009715","Tinaja-Control",-5.386834049,0.00042302,"gck","glucokinase [Source:NCBI gene;Acc:103039737]","KINASE","Sleep deprivation","McGaugh_2020"
"660","ENSAMXG00000027624","Tinaja-Control",-5.382796712,2.7e-08,"","","","Sleep deprivation","McGaugh_2020"
"661","ENSAMXG00000001724","Tinaja-Control",-4.776043075,0.000394884,"zgc:162331","uncharacterized LOC103022817 [Source:NCBI gene;Acc:103022817]","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"662","ENSAMXG00000005871","Tinaja-Control",-4.70158254,0.000962132,"guf1","GUF1 homolog, GTPase [Source:ZFIN;Acc:ZDB-GENE-030131-4289]","TRANSLATION FACTOR GUF1 MITOCHONDRIAL EC_3.6.5.- ELONGATION FACTOR 4 HOMOLOG EF 4 GTPASE GUF1 RIBOSOMAL BACK TRANSLOCASE","Sleep deprivation","McGaugh_2020"
"663","ENSAMXG00000002758","Tinaja-Control",-4.482612048,0.000379493,"","","PRECURSOR","Sleep deprivation","McGaugh_2020"
"664","ENSAMXG00000025927","Tinaja-Control",-4.478074539,1.82e-09,"zgc:113691","uncharacterized LOC103041746 [Source:NCBI gene;Acc:103041746]","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"665","ENSAMXG00000019279","Tinaja-Control",-4.132036969,1.06e-06,"","uncharacterized LOC103026991 [Source:NCBI gene;Acc:103026991]","MESOTHELIN PRECURSOR PRE PRO MEGAKARYOCYTE POTENTIATING FACTOR","Sleep deprivation","McGaugh_2020"
"666","ENSAMXG00000009521","Tinaja-Control",-3.881416416,1.1e-09,"TMEM255B","transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]","TRANSMEMBRANE 255B","Sleep deprivation","McGaugh_2020"
"667","ENSAMXG00000017530","Tinaja-Control",-3.846890402,0.000744181,"","","GAMMA CRYSTALLIN GAMMA CRY GAMMA CRYSTALLIN","Sleep deprivation","McGaugh_2020"
"668","ENSAMXG00000010883","Tinaja-Control",-3.775546734,4.62e-09,"","","FERRITIN HEAVY CHAIN FERRITIN H SUBUNIT FERRITIN HEAVY CHAIN","Sleep deprivation","McGaugh_2020"
"669","ENSAMXG00000010874","Tinaja-Control",-2.830734302,4.05e-13,"","","FERRITIN HEAVY CHAIN FERRITIN H SUBUNIT FERRITIN HEAVY CHAIN","Sleep deprivation","McGaugh_2020"
"670","ENSAMXG00000017115","Tinaja-Control",-2.828800859,3.2e-07,"slc39a8","zinc transporter ZIP8 [Source:NCBI gene;Acc:103035991]","ZINC TRANSPORTER ZIP8 SOLUTE CARRIER FAMILY 39 MEMBER 8 ZRT AND IRT  8 ZIP 8","Sleep deprivation","McGaugh_2020"
"671","ENSAMXG00000016010","Tinaja-Control",-2.605659788,9.93e-08,"SSC4D","scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:HGNC:14461]","DELETED IN MALIGNANT BRAIN TUMORS 1 PRECURSOR HENSIN","Sleep deprivation","McGaugh_2020"
"672","ENSAMXG00000000068","Tinaja-Control",-2.362087879,0.000241915,"samsn1a","SAM domain, SH3 domain and nuclear localisation signals 1a [Source:ZFIN;Acc:ZDB-GENE-030131-8639]","SAM DOMAIN CONTAINING SAMSN 1 SAM DOMAIN SH3 DOMAIN AND NUCLEAR LOCALIZATION SIGNALS 1 SH3","Sleep deprivation","McGaugh_2020"
"673","ENSAMXG00000018474","Tinaja-Control",-2.335790065,6.94e-05,"slc34a1a","solute carrier family 34 (type II sodium/phosphate cotransporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-101006-3]","SODIUM DEPENDENT PHOSPHATE TRANSPORT SODIUM PHOSPHATE TRANSPORT NA + DEPENDENT PHOSPHATE COTRANSPORTER SODIUM/PHOSPHATE COTRANSPORTER NA + /PI COTRANSPORTER NAPI SOLUTE CARRIER FAMILY 34 MEMBER","Sleep deprivation","McGaugh_2020"
"674","ENSAMXG00000006427","Tinaja-Control",-2.322070846,0.00094664,"","","INTERSTITIAL COLLAGENASE PRECURSOR EC_3.4.24.7 MATRIX METALLOPROTEINASE 1 MMP 1","Sleep deprivation","McGaugh_2020"
"675","ENSAMXG00000017599","Tinaja-Control",-2.259527483,4.36e-09,"ehf","ETS homologous factor [Source:NCBI gene;Acc:103047483]","ETS HOMOLOGOUS FACTOR ETS DOMAIN CONTAINING TRANSCRIPTION FACTOR","Sleep deprivation","McGaugh_2020"
"676","ENSAMXG00000001271","Tinaja-Control",-2.253542564,1.46e-05,"","","SUBUNIT SUBUNIT","Sleep deprivation","McGaugh_2020"
"677","ENSAMXG00000007576","Tinaja-Control",-2.251880813,1.78e-11,"fgf10b","fibroblast growth factor 10-like [Source:NCBI gene;Acc:103046526]","FIBROBLAST GROWTH FACTOR 10 PRECURSOR FGF 10 KERATINOCYTE GROWTH FACTOR 2","Sleep deprivation","McGaugh_2020"
"678","ENSAMXG00000017009","Tinaja-Control",-2.052250385,0.000378199,"ush1c","USH1 protein network component harmonin [Source:NCBI gene;Acc:103038670]","TYPE","Sleep deprivation","McGaugh_2020"
"679","ENSAMXG00000008882","Tinaja-Control",-2.027721325,3.81e-05,"tmem199","transmembrane protein 199 [Source:NCBI gene;Acc:103036653]","TRANSMEMBRANE 199","Sleep deprivation","McGaugh_2020"
"680","ENSAMXG00000020624","Tinaja-Control",-1.925413899,1.56e-08,"cd164l2","CD164 sialomucin-like 2 [Source:ZFIN;Acc:ZDB-GENE-120215-174]","","Sleep deprivation","McGaugh_2020"
"681","ENSAMXG00000003710","Tinaja-Control",-1.921306542,0.000431108,"miip","migration and invasion inhibitory protein [Source:ZFIN;Acc:ZDB-GENE-130620-1]","MIGRATION AND INVASION INHIBITORY INVASION INHIBITORY 45 IIP45","Sleep deprivation","McGaugh_2020"
"682","ENSAMXG00000006127","Tinaja-Control",-1.826370358,1.52e-06,"elovl2","ELOVL fatty acid elongase 2 [Source:NCBI gene;Acc:103027447]","ELONGATION OF VERY LONG CHAIN FATTY ACIDS EC_2.3.1.199 3 KETO ACYL COA SYNTHASE ELOVL FATTY ACID ELONGASE ELOVL FA ELONGASE VERY LONG CHAIN 3 KETOACYL COA SYNTHASE VERY LONG CHAIN 3 OXOACYL COA SYNTHASE","Sleep deprivation","McGaugh_2020"
"683","ENSAMXG00000017964","Tinaja-Control",-1.766769326,0.00067549,"","","","Sleep deprivation","McGaugh_2020"
"684","ENSAMXG00000016718","Tinaja-Control",-1.680532571,4.65e-05,"htatip2","HIV-1 Tat interactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-001219-1]","FMP52 MITOCHONDRIAL PRECURSOR","Sleep deprivation","McGaugh_2020"
"685","ENSAMXG00000020719","Tinaja-Control",-1.676286085,3.33e-10,"pvalb8","parvalbumin, thymic CPV3-like [Source:NCBI gene;Acc:103030409]","PARVALBUMIN THYMIC CPV3 PARVALBUMIN 3","Sleep deprivation","McGaugh_2020"
"686","ENSAMXG00000016312","Tinaja-Control",-1.661174596,1.85e-09,"s100t","protein S100-A1-like [Source:NCBI gene;Acc:103045680]","S100 S100 CALCIUM BINDING","Sleep deprivation","McGaugh_2020"
"687","ENSAMXG00000001736","Tinaja-Control",-1.54661944,4.56e-10,"zc3h12a","endoribonuclease ZC3H12A [Source:NCBI gene;Acc:103030977]","ENDORIBONUCLEASE Z A EC_3.1.-.- MONOCYTE CHEMOTACTIC INDUCED 1 MCP INDUCED 1 MCPIP 1 REGNASE 1 REG1 ZINC FINGER CCCH DOMAIN CONTAINING 12A","Sleep deprivation","McGaugh_2020"
"688","ENSAMXG00000005742","Tinaja-Control",-1.525453116,5.56e-05,"trmt112","tRNA methyltransferase subunit 11-2 [Source:NCBI gene;Acc:103043097]","MULTIFUNCTIONAL METHYLTRANSFERASE SUBUNIT TRM112 ERF1 METHYLTRANSFERASE SUBUNIT TRM112 ERF1 MTASE SUBUNIT TRM112 TRNA METHYLTRANSFERASE 112","Sleep deprivation","McGaugh_2020"
"689","ENSAMXG00000005794","Tinaja-Control",-1.524626202,0.000885513,"rce1a","Ras converting CAAX endopeptidase 1a [Source:ZFIN;Acc:ZDB-GENE-041008-116]","CAAX PRENYL PROTEASE 2 EC_3.4.22.- FARNESYLATED PROTEINS CONVERTING ENZYME 2 FACE 2 PRENYL SPECIFIC ENDOPROTEASE 2 RCE1 HOMOLOG","Sleep deprivation","McGaugh_2020"
"690","ENSAMXG00000027397","Tinaja-Control",-1.513739564,0.000622094,"","","","Sleep deprivation","McGaugh_2020"
"691","ENSAMXG00000019154","Tinaja-Control",-1.511188701,6.77e-11,"","inner ear-specific collagen-like [Source:NCBI gene;Acc:103025038]","OTOLIN 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"692","ENSAMXG00000003994","Tinaja-Control",-1.505580973,0.000255884,"cxcl8a","chemokine (C-X-C motif) ligand 8a [Source:ZFIN;Acc:ZDB-GENE-081104-317]","","Sleep deprivation","McGaugh_2020"
"693","ENSAMXG00000005236","Tinaja-Control",-1.444316254,0.000161021,"si:dkey-183n20.15","E3 ubiquitin-protein ligase RNF170-like [Source:NCBI gene;Acc:103034427]","E3 UBIQUITIN LIGASE RNF170 EC_2.3.2.27 RING FINGER 170 RING TYPE E3 UBIQUITIN TRANSFERASE RNF170","Sleep deprivation","McGaugh_2020"
"694","ENSAMXG00000027464","Tinaja-Control",-1.443950221,1.77e-06,"","","","Sleep deprivation","McGaugh_2020"
"695","ENSAMXG00000008341","Tinaja-Control",-1.43756735,0.000273866,"aqp8a.2","aquaporin 8a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070112-1802]","AQUAPORIN 8","Sleep deprivation","McGaugh_2020"
"696","ENSAMXG00000000862","Tinaja-Control",-1.435900894,3.53e-07,"si:ch73-340m8.2","si:ch73-340m8.2 [Source:ZFIN;Acc:ZDB-GENE-110411-209]","TYROSINE KINASE EC_2.7.10.2","Sleep deprivation","McGaugh_2020"
"697","ENSAMXG00000026135","Tinaja-Control",-1.422799151,0.000194655,"si:ch211-152c8.5","protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945]","PHOSPHATASE 1 REGULATORY SUBUNIT 3G","Sleep deprivation","McGaugh_2020"
"698","ENSAMXG00000021484","Tinaja-Control",-1.41140273,2.34e-07,"nox1","NADPH oxidase 1 [Source:NCBI gene;Acc:103042583]","CYTOCHROME B 245 HEAVY CHAIN","Sleep deprivation","McGaugh_2020"
"699","ENSAMXG00000002001","Tinaja-Control",-1.386282416,0.001009299,"gins1","GINS complex subunit 1 [Source:NCBI gene;Acc:103026385]","DNA REPLICATION COMPLEX GINS PSF1","Sleep deprivation","McGaugh_2020"
"700","ENSAMXG00000005214","Tinaja-Control",-1.32989008,0.00076384,"zgc:64002","nicotinamide N-methyltransferase-like [Source:NCBI gene;Acc:103032094]","N METHYLTRANSFERASE","Sleep deprivation","McGaugh_2020"
"701","ENSAMXG00000010816","Tinaja-Control",-1.306414829,0.000585207,"","","EPENDYMIN","Sleep deprivation","McGaugh_2020"
"702","ENSAMXG00000024361","Tinaja-Control",-1.282775048,0.00073885,"tmigd1","transmembrane and immunoglobulin domain-containing protein 1-like [Source:NCBI gene;Acc:103038736]","TRANSMEMBRANE AND IMMUNOGLOBULIN DOMAIN CONTAINING 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"703","ENSAMXG00000003550","Tinaja-Control",-1.281646858,1.74e-05,"vip","VIP peptides [Source:NCBI gene;Acc:103021727]","GROWTH HORMONE RELEASING FACTOR GRF GROWTH HORMONE RELEASING HORMONE GHRH","Sleep deprivation","McGaugh_2020"
"704","ENSAMXG00000007064","Tinaja-Control",-1.280051089,6.51e-06,"","","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"705","ENSAMXG00000025803","Tinaja-Control",-1.26262189,1.88e-08,"jac3","aerolysin-like protein [Source:NCBI gene;Acc:103034153]","AEROLYSIN  JACALIN TYPE LECTIN DOMAIN CONTAINING 5","Sleep deprivation","McGaugh_2020"
"706","ENSAMXG00000025963","Tinaja-Control",-1.232833341,0.000529092,"","","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"707","ENSAMXG00000014462","Tinaja-Control",-1.217079414,0.000147204,"mfsd10","major facilitator superfamily domain containing 10 [Source:NCBI gene;Acc:103031219]","MAJOR FACILITATOR SUPERFAMILY DOMAIN CONTAINING 10 TETRACYCLINE TRANSPORTER","Sleep deprivation","McGaugh_2020"
"708","ENSAMXG00000015974","Tinaja-Control",-1.206518331,8.67e-05,"fads2","fatty acid desaturase 2 [Source:NCBI gene;Acc:103027972]","FATTY ACID DESATURASE DELTA FATTY ACID DESATURASE","Sleep deprivation","McGaugh_2020"
"709","ENSAMXG00000015814","Tinaja-Control",-1.202450542,2.47e-05,"wu:fe02h09","peroxisomal membrane protein 4 [Source:NCBI gene;Acc:103043538]","PEROXISOMAL MEMBRANE 4.24 KDA PEROXISOMAL INTRINSIC MEMBRANE","Sleep deprivation","McGaugh_2020"
"710","ENSAMXG00000003468","Tinaja-Control",-1.192970114,3.63e-06,"","sterol 26-hydroxylase, mitochondrial-like [Source:NCBI gene;Acc:103036363]","25 D HYDROXYLASE MITOCHONDRIAL PRECURSOR D 3 HYDROXYLASE CYTOCHROME P450 CYTOCHROME P450","Sleep deprivation","McGaugh_2020"
"711","ENSAMXG00000008850","Tinaja-Control",-1.188615464,2.27e-07,"elf3","E74 like ETS transcription factor 3 [Source:NCBI gene;Acc:103047838]","ETS RELATED TRANSCRIPTION FACTOR ELF 3 E74  FACTOR 3 EPITHELIAL RESTRICTED WITH SERINE BOX EPITHELIUM RESTRICTED ETS ESX EPITHELIUM SPECIFIC ETS TRANSCRIPTION FACTOR 1 ESE 1","Sleep deprivation","McGaugh_2020"
"712","ENSAMXG00000020256","Tinaja-Control",-1.185386281,0.000608705,"slc17a8","vesicular glutamate transporter 3 [Source:NCBI gene;Acc:103047487]","VESICULAR GLUTAMATE TRANSPORTER 3 VGLUT3 SOLUTE CARRIER FAMILY 17 MEMBER 8","Sleep deprivation","McGaugh_2020"
"713","ENSAMXG00000017062","Tinaja-Control",-1.180432367,5.74e-12,"TMCC1 (1 of many)","transmembrane and coiled-coil domain family 1 [Source:NCBI gene;Acc:103027055]","TRANSMEMBRANE AND COILED COIL DOMAINS 1","Sleep deprivation","McGaugh_2020"
"714","ENSAMXG00000007775","Tinaja-Control",-1.137742154,0.000552364,"slc51a","organic solute transporter subunit alpha-like [Source:NCBI gene;Acc:103044530]","ORGANIC SOLUTE TRANSPORTER SUBUNIT ALPHA OST ALPHA SOLUTE CARRIER FAMILY 51 SUBUNIT ALPHA","Sleep deprivation","McGaugh_2020"
"715","ENSAMXG00000017336","Tinaja-Control",-1.127810307,2.69e-05,"slc5a1 (1 of many)","solute carrier family 5 (sodium/glucose cotransporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1524]","SODIUM/GLUCOSE COTRANSPORTER 1 NA + /GLUCOSE COTRANSPORTER 1 HIGH AFFINITY SODIUM GLUCOSE COTRANSPORTER SOLUTE CARRIER FAMILY 5 MEMBER 1","Sleep deprivation","McGaugh_2020"
"716","ENSAMXG00000007971","Tinaja-Control",-1.123910583,0.000996876,"hmgcra","3-hydroxy-3-methylglutaryl-coenzyme A reductase [Source:NCBI gene;Acc:103033046]","3 HYDROXY 3 METHYLGLUTARYL COENZYME A REDUCTASE HMG COA REDUCTASE EC_1.1.1.34","Sleep deprivation","McGaugh_2020"
"717","ENSAMXG00000005518","Tinaja-Control",-1.122962831,2e-05,"","gamma-glutamyl hydrolase-like [Source:NCBI gene;Acc:103026830]","GAMMA GLUTAMYL HYDROLASE PRECURSOR EC_3.4.19.9 CONJUGASE GH GAMMA GLU X CARBOXYPEPTIDASE","Sleep deprivation","McGaugh_2020"
"718","ENSAMXG00000015917","Tinaja-Control",-1.116066706,0.000121233,"sparta","spartin a [Source:ZFIN;Acc:ZDB-GENE-080204-37]","SPARTIN","Sleep deprivation","McGaugh_2020"
"719","ENSAMXG00000006641","Tinaja-Control",-1.099765781,0.000593327,"gna14","guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]","GUANINE NUCLEOTIDE BINDING G Q SUBUNIT ALPHA GUANINE NUCLEOTIDE BINDING ALPHA Q","Sleep deprivation","McGaugh_2020"
"720","ENSAMXG00000020864","Tinaja-Control",-1.082780599,0.000144264,"tex10","testis expressed 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2827]","REGULATOR OF MICROTUBULE DYNAMICS RMD","Sleep deprivation","McGaugh_2020"
