Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy.Molino,,Dxy_Rascon.Pachon,Dxy_Rascon.Tinaja,Fst_Rascon.Tinaja,Fst_Pachon.Rascon,Fst_RioChoy.Molino,Fst_RioChoy.Pachon,Fst_RioChoy.Tinaja,Dxy_RioChoy.Pachon,Dxy_RioChoy.Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
ENSAMXG00000042996,micos13,mitochondrial contact site and cristae organizing system subunit 13 [Source:NCBI gene;Acc:133686],,,,,,,,,0.00624157,0.00096154,,,,,,,,,,,,
ENSAMXG00000001110, ,serine protease ami-like [Source:NCBI gene;Acc:13365],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000001109, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000001100, ,,,,,,,,,,0.00117963,0.00286975,,,,,,,,,,,,
ENSAMXG00000043914, ,profilin-2-like [Source:NCBI gene;Acc:1326345],,,,,,,,,0.00499219,0.00315399,,,,,,,,,,,,
ENSAMXG00000043527, ,,,,,,,,,,0.00433845,0.00346987,,,,,,,,,,,,
ENSAMXG00000040765, ,receptor-transporting protein 3-like [Source:NCBI gene;Acc:1325718],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000029542,tctex1d2,Tctex1 domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-8114-219],,,,,,,,,0,0.00057566,,,,,,,,,,,,
ENSAMXG00000035078,nmur1a,neuromedin U receptor 1 [Source:NCBI gene;Acc:1324787],,,,,,,,,0,0.00069444,,,,,,,,,,,,
ENSAMXG00000042758,hykk.1,hydroxylysine kinase [Source:NCBI gene;Acc:1324473],,,,,,,,,0.00039683,0.00043155,,,,,,,,,,,,
ENSAMXG00000001827,EPHB3,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394],,,,,,,,,0.00151404,0.00168396,,,,,,,,,,,,
ENSAMXG00000001817, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000001800,polr2h,RNA polymerase II subunit H [Source:NCBI gene;Acc:1346918],,,,,,,,,0.00196078,0.00196078,,,,,,,,,,,,
ENSAMXG00000042723,b3gnt7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:NCBI gene;Acc:134669]",,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000038103,map1sa,microtubule-associated protein 1Sa [Source:ZFIN;Acc:ZDB-GENE-3131-3982],,,,,,,,,0.00023969,0.00023969,,,,,,,,,,,,
ENSAMXG00000042860,alpi.2,"alkaline phosphatase, intestinal, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-5626-142]",,,,,,,,,0.00010889,0.00018339,,,,,,,,,,,,
ENSAMXG00000001702,alpi.1,intestinal-type alkaline phosphatase 1-like [Source:NCBI gene;Acc:1323417],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000038587,nppc,natriuretic peptide C [Source:NCBI gene;Acc:1345794],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000001647,ncl,nucleolin [Source:ZFIN;Acc:ZDB-GENE-3131-6986],,,,,,,,,0.00043513,0.00043513,,,,,,,,,,,,
ENSAMXG00000029044,cart1,cocaine- and amphetamine-regulated transcript protein-like [Source:NCBI gene;Acc:132316],,,,,,,,,0.00014518,0.00014518,,,,,,,,,,,,
ENSAMXG00000001614, ,kininogen 1 [Source:NCBI gene;Acc:1345176],,,,,,,,,4.34E-05,4.34E-05,,,,,,,,,,,,
ENSAMXG00000041597, ,lysosomal associated membrane protein 3 [Source:NCBI gene;Acc:1344869],,,,,,,,,0.00159811,0.0016259,,,,,,,,,,,,
ENSAMXG00000001531,mccc1,methylcrotonoyl-CoA carboxylase 1 [Source:NCBI gene;Acc:134351],,,,,,,,,2.98E-05,0.00028125,,,,,,,,,,,,
ENSAMXG00000001413,ATP11B,ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000026046,sox2,SRY-box transcription factor 2 [Source:NCBI gene;Acc:378723],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000001366,dnajc19,DnaJ heat shock protein family (Hsp4) member C19 [Source:NCBI gene;Acc:1342432],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000001357,fxr1,FMR1 autosomal homolog 1 [Source:NCBI gene;Acc:1341511],,,,,,,,,0,2.04E-05,,,,,,,,,,,,
ENSAMXG00000001353,ttc14,tetratricopeptide repeat domain 14 [Source:NCBI gene;Acc:134125],,,,,,,,,0.00336291,0.00340676,,,,,,,,,,,,
ENSAMXG00000001344,psmd1,"proteasome 26S subunit, non-ATPase 1 [Source:NCBI gene;Acc:134371]",,,,,,,,,0.00113672,0.00113672,,,,,,,,,,,,
ENSAMXG00000001352,htr2b,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled [Source:ZFIN;Acc:ZDB-GENE-8122-57]",,,,,,,,,0.00107598,0.00110544,,,,,,,,,,,,
ENSAMXG00000001330,acap2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:ZFIN;Acc:ZDB-GENE-528-64]",,,,,,,,,0.00191387,0.00186402,,,,,,,,,,,,
ENSAMXG00000033495,ppp1r2,protein phosphatase 1 regulatory inhibitor subunit 2 [Source:NCBI gene;Acc:133926],,,,,,,,,9.11E-05,9.11E-05,,,,,,,,,,,,
ENSAMXG00000015560, ,interferon-induced protein 44-like [Source:NCBI gene;Acc:1331443],,,,,,,,,0.00293676,0.00072886,,,,,,,,,,,,
ENSAMXG00000015606,hiat1b,major facilitator superfamily domain containing 14A [Source:NCBI gene;Acc:1331759],,,,,,,,,0.00175824,0.0022111,,,,,,,,,,,,
ENSAMXG00000015631,sass6,SAS-6 centriolar assembly protein [Source:NCBI gene;Acc:46747],,,,,,,,,0.00078181,0.0007747,,,,,,,,,,,,
ENSAMXG00000037622,lsm7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene;Acc:133286]",,,,,,,,,0,0.00100446,,,,,,,,,,,,
ENSAMXG00000015716,tmprss9,transmembrane serine protease 9 [Source:ZFIN;Acc:ZDB-GENE-528-573],,,,,,,,,0.00026148,0.00040599,,,,,,,,,,,,
ENSAMXG00000040577,timm13,translocase of inner mitochondrial membrane 13 [Source:NCBI gene;Acc:1334199],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000024846,enc3,ectoderm-neural cortex protein 1-like [Source:NCBI gene;Acc:1333676],,,,,,,,,0.00115536,0.00115536,,,,,,,,,,,,
ENSAMXG00000015886,arhgef18b,rho/rac guanine nucleotide exchange factor (GEF) 18b [Source:ZFIN;Acc:ZDB-GENE-775-462],,,,,,,,,0.00189622,0.00165732,,,,,,,,,,,,
ENSAMXG00000016228,insrb,insulin receptor b [Source:ZFIN;Acc:ZDB-GENE-253-4],,,,,,,,,0,7.80E-05,,,,,,,,,,,,
ENSAMXG00000037216,use1,unconventional SNARE in the ER 1 [Source:NCBI gene;Acc:1335486],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000016576, ,myosin IXB [Source:HGNC Symbol;Acc:HGNC:769],,,,,,,,,0.0011865,0.0008968,,,,,,,,,,,,
ENSAMXG00000025275,s1pr4,sphingosine-1-phosphate receptor 4 [Source:NCBI gene;Acc:133822],,,,,,,,,0.00358686,0.00353286,,,,,,,,,,,,
ENSAMXG00000021648,cers1,ceramide synthase 1 [Source:ZFIN;Acc:ZDB-GENE-528-46],,,,,,,,,4.13E-05,0.0010086,,,,,,,,,,,,
ENSAMXG00000021647,tnfaip8l1,"tumor necrosis factor, alpha-induced protein 8-like 1 [Source:NCBI gene;Acc:39333]",,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000033685,mydgf,myeloid derived growth factor [Source:NCBI gene;Acc:1336454],,,,,,,,,0.00292925,0.00292925,,,,,,,,,,,,
ENSAMXG00000021644,loxl5a,protein-lysine 6-oxidase-like [Source:NCBI gene;Acc:13432],,,,,,,,,0.00102229,0.00123005,,,,,,,,,,,,
ENSAMXG00000021643,mibp,nicotinamide riboside kinase 2 [Source:NCBI gene;Acc:133584],,,,,,,,,0.00114745,0.00114745,,,,,,,,,,,,
ENSAMXG00000039401,atcaya,ATCAY kinesin light chain interacting caytaxin a [Source:ZFIN;Acc:ZDB-GENE-775-185],,,,,,,,,0.00099739,0.00099739,,,,,,,,,,,,
ENSAMXG00000021640,matk,megakaryocyte-associated tyrosine kinase [Source:NCBI gene;Acc:133467],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000021639,rx1,retinal homeobox protein Rx1-like [Source:NCBI gene;Acc:1332969],,,,,,,,,0.00211817,0.00206186,,,,,,,,,,,,
ENSAMXG00000021637,cherp,calcium homeostasis endoplasmic reticulum protein [Source:ZFIN;Acc:ZDB-GENE-447-1],,,,,,,,,0.00073696,0.00072373,,,,,,,,,,,,
ENSAMXG00000021636, ,chromosome 5 C19orf44 homolog [Source:NCBI gene;Acc:1334354],,,,,,,,,0.0017315,0.00174262,,,,,,,,,,,,
ENSAMXG00000021635, ,calreticulin 3 [Source:HGNC Symbol;Acc:HGNC:247],,,,,,,,,0.00022621,0.0001535,,,,,,,,,,,,
ENSAMXG00000021634,rad23ab,"RAD23 homolog A, nucleotide excision repair protein b [Source:ZFIN;Acc:ZDB-GENE-51113-16]",,,,,,,,,0.00154327,0.00154527,,,,,,,,,,,,
ENSAMXG00000021632, ,,,,,,,,,,0.0009914,0.00099269,,,,,,,,,,,,
ENSAMXG00000021631,cers4a,ceramide synthase 2-like [Source:NCBI gene;Acc:1332657],,,,,,,,,0.00058207,0.00058207,,,,,,,,,,,,
ENSAMXG00000021595,timm44,mitochondrial import inner membrane translocase subunit TIM44 [Source:NCBI gene;Acc:133968],,,,,,,,,0.00192106,0.00157178,,,,,,,,,,,,
ENSAMXG00000041793, ,,,,,,,,,,0.00038402,0.00038402,,,,,,,,,,,,
ENSAMXG00000021585,tbxa2r,thromboxane A2 receptor [Source:NCBI gene;Acc:1327695],,,,,,,,,0.00312079,0.00202904,,,,,,,,,,,,
ENSAMXG00000034594,si:zfos-943e10.1,GRAM domain-containing protein 2B-like [Source:NCBI gene;Acc:1326993],,,,,,,,,0.00260608,0.00253267,,,,,,,,,,,,
ENSAMXG00000021574,lim2.2,lens fiber membrane intrinsic protein-like [Source:NCBI gene;Acc:132648],,,,,,,,,0.00200823,7.63E-05,,,,,,,,,,,,
ENSAMXG00000021567,lonp1,"lon peptidase 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-3131-46]",,,,,,,,,0.00199712,0.001635,,,,,,,,,,,,
ENSAMXG00000021566,rpl36,ribosomal protein L36 [Source:NCBI gene;Acc:1325778],,,,,,,,,0.00321429,0.00321429,,,,,,,,,,,,
ENSAMXG00000043460,lmnb2,lamin B2 [Source:NCBI gene;Acc:1325469],,,,,,,,,0.00031305,0.00024653,,,,,,,,,,,,
ENSAMXG00000021561, ,histamine H3 receptor-like [Source:NCBI gene;Acc:1341953],,,,,,,,,0.00066396,0.00017473,,,,,,,,,,,,
ENSAMXG00000021560,impact,impact RWD domain protein [Source:NCBI gene;Acc:1324748],,,,,,,,,0.00093285,0.00052693,,,,,,,,,,,,
ENSAMXG00000021559,ing5a,inhibitor of growth family member 5 [Source:NCBI gene;Acc:1324432],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000021557,pigx,phosphatidylinositol glycan anchor biosynthesis class X [Source:NCBI gene;Acc:1341652],,,,,,,,,0.00018446,0,,,,,,,,,,,,
ENSAMXG00000030709,rpp21,ribonuclease P protein subunit p21-like [Source:NCBI gene;Acc:1321828],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000021552,kif7,kinesin family member 7 [Source:NCBI gene;Acc:1347887],,,,,,,,,0.00161623,0.00071594,,,,,,,,,,,,
ENSAMXG00000037959, ,,,,,,,,,,0.00228405,0.00235673,,,,,,,,,,,,
ENSAMXG00000021547,mrps11,mitochondrial ribosomal protein S11 [Source:NCBI gene;Acc:1347566],,,,,,,,,0.00040863,0.00040863,,,,,,,,,,,,
ENSAMXG00000030876,mrpl46,mitochondrial ribosomal protein L46 [Source:ZFIN;Acc:ZDB-GENE-4718-224],,,,,,,,,0.00070309,0,,,,,,,,,,,,
ENSAMXG00000039792,ntrk3b,neurotrophic receptor tyrosine kinase 3 [Source:NCBI gene;Acc:1346759],,,,,,,,,0.00108083,0.00116192,,,,,,,,,,,,
ENSAMXG00000021520,si:dkey-172h23.2,si:dkey-172h23.2 [Source:ZFIN;Acc:ZDB-GENE-141212-258],,,,,,,,,0.00097196,0.00115743,,,,,,,,,,,,
ENSAMXG00000038003, ,,,,,,,,,,0.00186551,0.00199124,,,,,,,,,,,,
ENSAMXG00000021489,sv2ba,synaptic vesicle glycoprotein 2B-like [Source:NCBI gene;Acc:1346254],,,,,,,,,0.00014601,0.00029494,,,,,,,,,,,,
ENSAMXG00000040981,mespba,mesogenin-1-like [Source:NCBI gene;Acc:134139],,,,,,,,,0,0.00010081,,,,,,,,,,,,
ENSAMXG00000041487,mespaa,mesoderm posterior protein 1-like [Source:NCBI gene;Acc:13474],,,,,,,,,0.00030877,0.00030877,,,,,,,,,,,,
ENSAMXG00000021468, ,aminopeptidase N-like [Source:NCBI gene;Acc:1345941],,,,,,,,,0.00185087,0.00265776,,,,,,,,,,,,
ENSAMXG00000021464,si:ch211-276a23.5,si:ch211-276a23.5 [Source:ZFIN;Acc:ZDB-GENE-141215-4],,,,,,,,,0.00351045,0.00198316,,,,,,,,,,,,
ENSAMXG00000031216, ,"alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:5]",,,,,,,,,0.00170635,0.0017671,,,,,,,,,,,,
ENSAMXG00000021415,igf1rb,insulin-like growth factor 1 receptor [Source:NCBI gene;Acc:1345439],,,,,,,,,0.00114744,0.00023644,,,,,,,,,,,,
ENSAMXG00000029762,mef2ab,myocyte-specific enhancer factor 2A-like [Source:NCBI gene;Acc:134385],,,,,,,,,0.00114414,0.00100852,,,,,,,,,,,,
ENSAMXG00000021371,ero1b,endoplasmic reticulum oxidoreductase 1 beta [Source:NCBI gene;Acc:1342263],,,,,,,,,0.00182803,0.00058903,,,,,,,,,,,,
ENSAMXG00000021361,gpr137bb,G protein-coupled receptor 137B [Source:NCBI gene;Acc:1341952],,,,,,,,,0.00208034,0.00359483,,,,,,,,,,,,
ENSAMXG00000021348,nid1b,nidogen 1 [Source:NCBI gene;Acc:1341133],,,,,,,,,0.00345123,0.00246744,,,,,,,,,,,,
ENSAMXG00000021338,tbce,tubulin folding cofactor E [Source:NCBI gene;Acc:1341444],,,,,,,,,0.00110126,0.00061213,,,,,,,,,,,,
ENSAMXG00000040370, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000021328,rbm34,RNA binding motif protein 34 [Source:NCBI gene;Acc:134112],,,,,,,,,0.00132071,0.00189853,,,,,,,,,,,,
ENSAMXG00000042169,tomm20b,mitochondrial import receptor subunit TOM2 homolog B [Source:NCBI gene;Acc:134423],,,,,,,,,0.00181191,0.00311475,,,,,,,,,,,,
ENSAMXG00000021316,irf2bp2b,interferon regulatory factor 2-binding protein 2-B-like [Source:NCBI gene;Acc:133979],,,,,,,,,0.0020155,0.00154474,,,,,,,,,,,,
ENSAMXG00000040813, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000043525,map1lc3c,microtubule associated protein 1 light chain 3 gamma [Source:NCBI gene;Acc:1338765],,,,,,,,,0.00048393,0.00048393,,,,,,,,,,,,
ENSAMXG00000021069,strn,"striatin, calmodulin binding protein [Source:ZFIN;Acc:ZDB-GENE-7112-1172]",,,,,,,,,0.00091993,0.00164187,,,,,,,,,,,,
ENSAMXG00000035494, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000020882,eif4a3,eukaryotic translation initiation factor 4A3 [Source:NCBI gene;Acc:1337591],,,,,,,,,0.00098263,0.00094399,,,,,,,,,,,,
ENSAMXG00000041482,zgc:171772,ribosomal protein L37a [Source:NCBI gene;Acc:1337274],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000020865,pfklb,"ATP-dependent 6-phosphofructokinase, liver type [Source:NCBI gene;Acc:1336959]",,,,,,,,,0.00066121,4.42E-05,,,,,,,,,,,,
ENSAMXG00000034889,cfap410,cilia and flagella associated protein 41 [Source:ZFIN;Acc:ZDB-GENE-16114-19],,,,,,,,,0.00011057,0,,,,,,,,,,,,
ENSAMXG00000020816,orc2,origin recognition complex subunit 2 [Source:NCBI gene;Acc:1336654],,,,,,,,,0.00198211,0.00202489,,,,,,,,,,,,
ENSAMXG00000012067,ldb1b,LIM domain-binding protein 1 [Source:NCBI gene;Acc:1335624],,,,,,,,,0,2.87E-05,,,,,,,,,,,,
ENSAMXG00000020783,si:dkey-93h22.8,peroxisome proliferator-activated receptor gamma coactivator-related protein 1-like [Source:NCBI gene;Acc:1335322],,,,,,,,,0.00102394,0.00108263,,,,,,,,,,,,
ENSAMXG00000029086,ogal,protein O-GlcNAcase-like [Source:NCBI gene;Acc:1339791],,,,,,,,,0.00179539,0.0005894,,,,,,,,,,,,
ENSAMXG00000043529,cant1b,soluble calcium-activated nucleotidase 1-like [Source:NCBI gene;Acc:1334776],,,,,,,,,0.00423588,0.00097766,,,,,,,,,,,,
ENSAMXG00000020703,tk1,thymidine kinase 1 [Source:NCBI gene;Acc:1333927],,,,,,,,,7.27E-05,0.00012002,,,,,,,,,,,,
ENSAMXG00000037996,syngr2b,synaptogyrin-2 [Source:NCBI gene;Acc:1334452],,,,,,,,,0.00570391,6.16E-05,,,,,,,,,,,,
ENSAMXG00000020582,tmc8,transmembrane channel-like 8 [Source:ZFIN;Acc:ZDB-GENE-81114-2],,,,,,,,,0.00317293,0.00194714,,,,,,,,,,,,
ENSAMXG00000020529,TMC6,transmembrane channel like 6 [Source:NCBI gene;Acc:1332441],,,,,,,,,0.00053387,0.00026821,,,,,,,,,,,,
ENSAMXG00000020491, ,"notum, palmitoleoyl-protein carboxylesterase [Source:HGNC Symbol;Acc:HGNC:2716]",,,,,,,,,0.00044517,0.00165738,,,,,,,,,,,,
ENSAMXG00000020425,aspscr1,"ASPSCR1 tether for SLC2A4, UBX domain containing [Source:ZFIN;Acc:ZDB-GENE-5417-31]",,,,,,,,,0.00103935,0.00020358,,,,,,,,,,,,
ENSAMXG00000025273,MYADML2,myeloid-associated differentiation marker-like protein 2 [Source:NCBI gene;Acc:1338871],,,,,,,,,3.48E-05,0.00132275,,,,,,,,,,,,
ENSAMXG00000040337,pycr1b,"pyrroline-5-carboxylate reductase 1, mitochondrial [Source:NCBI gene;Acc:133181]",,,,,,,,,0.00173529,0.00284891,,,,,,,,,,,,
ENSAMXG00000020381,mafgb,transcription factor MafG [Source:NCBI gene;Acc:1331493],,,,,,,,,0.00085383,0,,,,,,,,,,,,
ENSAMXG00000020370,si:ch73-100l22.3,centriolar coiled-coil protein of 11 kDa-like [Source:NCBI gene;Acc:133967],,,,,,,,,0.00286188,0.00066948,,,,,,,,,,,,
ENSAMXG00000020247,trappc10,trafficking protein particle complex 1 [Source:ZFIN;Acc:ZDB-GENE-131115-1],,,,,,,,,0.00223741,0.00100349,,,,,,,,,,,,
ENSAMXG00000020170,mfn1b,mitofusin-1 [Source:NCBI gene;Acc:133239],,,,,,,,,0.00103315,0.0009774,,,,,,,,,,,,
ENSAMXG00000037814,gnb4b,guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2-like [Source:NCBI gene;Acc:1329911],,,,,,,,,0.00024665,0.00153414,,,,,,,,,,,,
ENSAMXG00000025757, ,,,,,,,,,,6.99E-05,0.00066047,,,,,,,,,,,,
ENSAMXG00000025758, ,claudin-22-like [Source:NCBI gene;Acc:1324779],,,,,,,,,0.00112918,0,,,,,,,,,,,,
ENSAMXG00000006615,clcn4,H(+)/Cl(-) exchange transporter 4 [Source:NCBI gene;Acc:132596],,,,,,,,,0.00013886,0.00013886,,,,,,,,,,,,
ENSAMXG00000012421, ,,,,,,,,,,0,0.00027372,,,,,,,,,,,,
ENSAMXG00000006633, ,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:1788],,,,,,,,,0.00267297,0.00109462,,,,,,,,,,,,
ENSAMXG00000029155,gli2b,zinc finger protein GLI2-like [Source:NCBI gene;Acc:132899],,,,,,,,,0.00287151,0.0024091,,,,,,,,,,,,
ENSAMXG00000042609,INHBB,inhibin beta B chain-like [Source:NCBI gene;Acc:1329944],,,,,,,,,0.00085484,0.00036708,,,,,,,,,,,,
ENSAMXG00000038390, ,zgc:153431 [Source:ZFIN;Acc:ZDB-GENE-6825-281],,,,,,,,,0,0.00022222,,,,,,,,,,,,
ENSAMXG00000041964, ,,,,,,,,,,0.00215081,0.00012019,,,,,,,,,,,,
ENSAMXG00000006687,slc29a1b,equilibrative nucleoside transporter 1-like [Source:NCBI gene;Acc:133264],,,,,,,,,0.00113952,0.00165159,,,,,,,,,,,,
ENSAMXG00000006697,vipb,VIP peptides-like [Source:NCBI gene;Acc:1325573],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000025759,foxg1b,forkhead box G1b [Source:ZFIN;Acc:ZDB-GENE-4426-2437],,,,,,,,,0.00251579,0.00121765,,,,,,,,,,,,
ENSAMXG00000034254,acyp2,"acylphosphatase 2, muscle type [Source:ZFIN;Acc:ZDB-GENE-1353-886]",,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000006713,SPTBN1,"spectrin, beta, non-erythrocytic 1 [Source:ZFIN;Acc:ZDB-GENE-316-3]",,,,,,,,,0.00084692,0.00081684,,,,,,,,,,,,
ENSAMXG00000042880, ,,,,,,,,,,0.00128465,0.00374049,,,,,,,,,,,,
ENSAMXG00000006744,EML6,EMAP like 6 [Source:NCBI gene;Acc:1328254],,,,,,,,,0.00127952,0.00162102,,,,,,,,,,,,
ENSAMXG00000040452,PCDH20,protocadherin 2 [Source:NCBI gene;Acc:1333638],,,,,,,,,0.00033848,0.00023423,,,,,,,,,,,,
ENSAMXG00000006847,tdrd3,tudor domain containing 3 [Source:NCBI gene;Acc:1334277],,,,,,,,,6.84E-05,0,,,,,,,,,,,,
ENSAMXG00000033371, ,uncharacterized LOC1333956 [Source:NCBI gene;Acc:1333956],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030493,rbbp9,"RB binding protein 9, serine hydrolase [Source:NCBI gene;Acc:1334812]",,,,,,,,,0.00057488,0.0006127,,,,,,,,,,,,
ENSAMXG00000006892,sirt7,sirtuin 7 [Source:NCBI gene;Acc:1335964],,,,,,,,,0.00021965,0.00023941,,,,,,,,,,,,
ENSAMXG00000006919,srsf11,serine/arginine-rich splicing factor 11 [Source:NCBI gene;Acc:1335453],,,,,,,,,0.00020448,0.00020317,,,,,,,,,,,,
ENSAMXG00000035740,ankrd13c,ankyrin repeat domain-containing protein 13C [Source:NCBI gene;Acc:1335133],,,,,,,,,0.00026498,0.00114065,,,,,,,,,,,,
ENSAMXG00000029020,plaat1,phospholipase A and acyltransferase 1 [Source:NCBI gene;Acc:1336287],,,,,,,,,0.00024826,0.00110063,,,,,,,,,,,,
ENSAMXG00000006975,sos1,SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:NCBI gene;Acc:1328577],,,,,,,,,0.00130389,0.00129733,,,,,,,,,,,,
ENSAMXG00000006993,gemin6,gem nuclear organelle associated protein 6 [Source:NCBI gene;Acc:133788],,,,,,,,,0.0001935,0,,,,,,,,,,,,
ENSAMXG00000007005,srsf7b,serine and arginine rich splicing factor 7 [Source:NCBI gene;Acc:133741],,,,,,,,,0.00069475,0.00038485,,,,,,,,,,,,
ENSAMXG00000031600, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000009798,zmat3,zinc finger matrin-type 3 [Source:NCBI gene;Acc:1341911],,,,,,,,,4.23E-05,0.0002877,,,,,,,,,,,,
ENSAMXG00000009728,tmem208,transmembrane protein 28 [Source:NCBI gene;Acc:1339443],,,,,,,,,0,7.51E-05,,,,,,,,,,,,
ENSAMXG00000036657,rcn1,reticulocalbin 1 [Source:NCBI gene;Acc:1339743],,,,,,,,,0.00062316,0.00094041,,,,,,,,,,,,
ENSAMXG00000030400,tmed3,transmembrane p24 trafficking protein 3 [Source:NCBI gene;Acc:111192548],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007124,csnk2a2a,"casein kinase 2, alpha prime polypeptide a [Source:ZFIN;Acc:ZDB-GENE-99415-28]",,,,,,,,,0.00112462,0.00115189,,,,,,,,,,,,
ENSAMXG00000025761, ,zinc finger protein 319 [Source:NCBI gene;Acc:1345764],,,,,,,,,0.00068775,0.00068775,,,,,,,,,,,,
ENSAMXG00000029773, ,26S proteasome non-ATPase regulatory subunit 13-like [Source:NCBI gene;Acc:134515],,,,,,,,,0.00055377,0.00055377,,,,,,,,,,,,
ENSAMXG00000007187,sirt3,sirtuin 3 [Source:NCBI gene;Acc:1344645],,,,,,,,,0.00080201,0.00025974,,,,,,,,,,,,
ENSAMXG00000029361,drd4b,dopamine receptor D4b [Source:ZFIN;Acc:ZDB-GENE-758-3],,,,,,,,,0.00408424,0,,,,,,,,,,,,
ENSAMXG00000025762,rxfp3.3a2,relaxin family peptide receptor 3.3a2 [Source:ZFIN;Acc:ZDB-GENE-1213-2],,,,,,,,,0.00215809,0.00078581,,,,,,,,,,,,
ENSAMXG00000038944,chrna7,neuronal acetylcholine receptor subunit alpha-7-like [Source:NCBI gene;Acc:133483],,,,,,,,,0.00211462,0.0021815,,,,,,,,,,,,
ENSAMXG00000007270,trip4,thyroid hormone receptor interactor 4 [Source:NCBI gene;Acc:133791],,,,,,,,,0.0010377,0.00107085,,,,,,,,,,,,
ENSAMXG00000025763,senp8,"SUMO peptidase family member, NEDD8 specific [Source:NCBI gene;Acc:132722]",,,,,,,,,0.0004182,0.00045782,,,,,,,,,,,,
ENSAMXG00000034251,scamp2l,secretory carrier-associated membrane protein 2-like [Source:NCBI gene;Acc:1324986],,,,,,,,,0.00058846,0.00044723,,,,,,,,,,,,
ENSAMXG00000037315, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000037379,pacsin3,protein kinase C and casein kinase substrate in neurons 3 [Source:NCBI gene;Acc:1322375],,,,,,,,,0.00010879,3.39E-05,,,,,,,,,,,,
ENSAMXG00000007383, ,high choriolytic enzyme 1-like [Source:NCBI gene;Acc:1331737],,,,,,,,,0.00367502,0.00332963,,,,,,,,,,,,
ENSAMXG00000029164,fgf3,fibroblast growth factor 3 [Source:NCBI gene;Acc:3549],,,,,,,,,0.00177585,0.00232833,,,,,,,,,,,,
ENSAMXG00000036274,fgf4,fibroblast growth factor 4 [Source:NCBI gene;Acc:1342923],,,,,,,,,0.00093394,0.00095093,,,,,,,,,,,,
ENSAMXG00000034636,lto1,LTO1 maturation factor of ABCE1 [Source:NCBI gene;Acc:1331112],,,,,,,,,0.00053271,0,,,,,,,,,,,,
ENSAMXG00000043726,ccnd1,cyclin D1 [Source:NCBI gene;Acc:1331956],,,,,,,,,0.00074494,0.00064466,,,,,,,,,,,,
ENSAMXG00000041688,vat1l,vesicle amine transport 1 like [Source:NCBI gene;Acc:1337316],,,,,,,,,0.00150052,0.00042831,,,,,,,,,,,,
ENSAMXG00000038136,CLEC3A,C-type lectin domain family 3 member A [Source:NCBI gene;Acc:1338168],,,,,,,,,0.00275482,0.00027548,,,,,,,,,,,,
