"","Gene_stable_ID","Gene_name","Comparison","logFC","PValue","study_specific_gene_details","Condition","Publication"
"40634","ENSAMXG00000006461","mixl1","Pachon-Rio Choy",0.128562305,0.865192602,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40635","ENSAMXG00000024715","alas1","Pachon-Rio Choy",0.016055181,0.865200116,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40638","ENSAMXG00000007405","foxr1","Pachon-Rio Choy",-0.083069078,0.865473097,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40639","ENSAMXG00000017201","GPR149","Pachon-Rio Choy",0.101053505,0.865500497,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40642","ENSAMXG00000006961","twf2b","Pachon-Rio Choy",-0.071737928,0.86626069,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40644","ENSAMXG00000016071","FKBPL","Pachon-Rio Choy",0.017516519,0.866596783,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40645","ENSAMXG00000000270","cox6c","Pachon-Rio Choy",-0.059369397,0.866776658,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40649","ENSAMXG00000020504","anp32e","Pachon-Rio Choy",-0.016753017,0.867263927,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40650","ENSAMXG00000001194","sh3tc2","Pachon-Rio Choy",0.040201726,0.867343185,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40652","ENSAMXG00000015787","ppp1r9ba","Pachon-Rio Choy",-0.067766433,0.867493649,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40654","ENSAMXG00000014367","thoc7","Pachon-Rio Choy",-0.200197768,0.867828552,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40655","ENSAMXG00000003679","lyst","Pachon-Rio Choy",-0.03238888,0.867999493,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40656","ENSAMXG00000007424","gria1b","Pachon-Rio Choy",-0.09011586,0.868147938,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40657","ENSAMXG00000027221","y_rna","Pachon-Rio Choy",0.339963419,0.868150477,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40661","ENSAMXG00000002120","fam160a2","Pachon-Rio Choy",-0.05951392,0.868802895,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40663","ENSAMXG00000018523","waplb","Pachon-Rio Choy",0.107826182,0.868952814,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40666","ENSAMXG00000019855","rttn","Pachon-Rio Choy",0.219220028,0.869251054,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40668","ENSAMXG00000020962","eif3hb (1 of 2)","Pachon-Rio Choy",0.132657551,0.869414961,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40670","ENSAMXG00000016061","ccna1","Pachon-Rio Choy",-0.234294726,0.869925431,NA,"Between morph","Mack_et_al_2020"
"40673","ENSAMXG00000009653","cfap52","Pachon-Rio Choy",-0.084721343,0.870029989,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40674","ENSAMXG00000012878","tspan15","Pachon-Rio Choy",0.019858351,0.870062182,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40676","ENSAMXG00000016343","nbeal2","Pachon-Rio Choy",0.145236878,0.870143752,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40679","ENSAMXG00000025075","cx28.1","Pachon-Rio Choy",0.124030159,0.870940821,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40680","ENSAMXG00000014510","exosc10","Pachon-Rio Choy",0.02983951,0.870975738,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40683","ENSAMXG00000020484","tmem170a","Pachon-Rio Choy",-0.018220262,0.871918991,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40685","ENSAMXG00000015396","slc9a1b","Pachon-Rio Choy",-0.148034696,0.871962835,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40687","ENSAMXG00000015922","quo","Pachon-Rio Choy",0.051635143,0.87219592,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40690","ENSAMXG00000009627","usp43a","Pachon-Rio Choy",-0.113372063,0.872539518,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40691","ENSAMXG00000019916","nr2c2","Pachon-Rio Choy",-0.015512613,0.872619765,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40693","ENSAMXG00000007275","sart1","Pachon-Rio Choy",-0.038128792,0.872673687,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40694","ENSAMXG00000010318","ago4","Pachon-Rio Choy",-0.028402144,0.872769418,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40695","ENSAMXG00000020546","syngap1a","Pachon-Rio Choy",0.172797814,0.872803629,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40698","ENSAMXG00000009647","med25","Pachon-Rio Choy",-0.064501357,0.872945859,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40704","ENSAMXG00000001980","sptbn2","Pachon-Rio Choy",-0.085603538,0.873411663,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40707","ENSAMXG00000007845","dyrk1b","Pachon-Rio Choy",0.0976924,0.873562839,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40709","ENSAMXG00000002483","hnrnph1","Pachon-Rio Choy",-0.016796372,0.873716571,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40710","ENSAMXG00000007766","cyth3a","Pachon-Rio Choy",0.183583917,0.873832328,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40712","ENSAMXG00000018071","rc3h1a","Pachon-Rio Choy",-0.102174397,0.874126433,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40713","ENSAMXG00000013626","PRR5L","Pachon-Rio Choy",0.032457092,0.874200781,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40714","ENSAMXG00000006376","gnl3l","Pachon-Rio Choy",-0.035447098,0.874475842,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40715","ENSAMXG00000013091","tmem107l","Pachon-Rio Choy",-0.071630952,0.874875018,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40716","ENSAMXG00000014498","dntt","Pachon-Rio Choy",0.088167212,0.874937266,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40719","ENSAMXG00000001955","mrpl19","Pachon-Rio Choy",-0.01761314,0.875062716,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40720","ENSAMXG00000017273","rhov","Pachon-Rio Choy",-0.016494898,0.875065364,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40722","ENSAMXG00000005222","rnf220b","Pachon-Rio Choy",-0.178153491,0.875186447,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40724","ENSAMXG00000018118","wu:fi36a10","Pachon-Rio Choy",0.058766658,0.875257071,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40726","ENSAMXG00000012486","sema5bb","Pachon-Rio Choy",0.276658149,0.875339517,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40727","ENSAMXG00000002323","zic5","Pachon-Rio Choy",-0.012458664,0.875508498,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40729","ENSAMXG00000006919","srsf11","Pachon-Rio Choy",0.013445613,0.875619397,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40730","ENSAMXG00000019249","bbs4","Pachon-Rio Choy",-0.079476641,0.875693348,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40732","ENSAMXG00000011770","zanl","Pachon-Rio Choy",-0.085322369,0.875720819,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40733","ENSAMXG00000015399","pnmt","Pachon-Rio Choy",-0.103056132,0.875743062,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40735","ENSAMXG00000013279","nhsl2","Pachon-Rio Choy",-0.059900767,0.875811623,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40736","ENSAMXG00000009497","setd1a","Pachon-Rio Choy",-0.120613106,0.875876227,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40737","ENSAMXG00000003027","hspa8","Pachon-Rio Choy",-0.037001671,0.876208619,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40738","ENSAMXG00000006701","zbtb40","Pachon-Rio Choy",0.157756104,0.876324985,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40740","ENSAMXG00000019602","mboat1","Pachon-Rio Choy",-0.013646029,0.876378829,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40741","ENSAMXG00000015472","megf8","Pachon-Rio Choy",0.025538831,0.876385508,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40742","ENSAMXG00000006599","cdcp2","Pachon-Rio Choy",-0.27352735,0.876518373,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40746","ENSAMXG00000012032","si:ch211-225b11.1","Pachon-Rio Choy",-0.137221051,0.876818641,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40748","ENSAMXG00000017151","si:dkey-81h8.1","Pachon-Rio Choy",-0.054137639,0.876965927,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40749","ENSAMXG00000003673","tnfsf10l","Pachon-Rio Choy",0.027534284,0.87716062,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40753","ENSAMXG00000003373","stag1b","Pachon-Rio Choy",-0.019881192,0.87761365,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40754","ENSAMXG00000014226","tube1","Pachon-Rio Choy",-0.044825715,0.877687655,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40757","ENSAMXG00000004877","arhgap32b","Pachon-Rio Choy",-0.047686275,0.877795017,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40759","ENSAMXG00000016615","nlgn1","Pachon-Rio Choy",-0.144809104,0.878015635,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40760","ENSAMXG00000025120","si:dkeyp-81f3.4","Pachon-Rio Choy",-0.046565641,0.878336114,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40761","ENSAMXG00000014672","rock1","Pachon-Rio Choy",-0.222780778,0.878420496,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40764","ENSAMXG00000013379","TENM1","Pachon-Rio Choy",0.113324732,0.878536238,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40767","ENSAMXG00000016918","slc25a32a","Pachon-Rio Choy",-0.024269014,0.878627608,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40768","ENSAMXG00000017689","atp8b3","Pachon-Rio Choy",0.067166783,0.878656411,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40769","ENSAMXG00000002891","zgc:112083","Pachon-Rio Choy",0.112222852,0.878751918,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40770","ENSAMXG00000000461","cdc42bpaa","Pachon-Rio Choy",-0.090065143,0.878971464,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40771","ENSAMXG00000017605","cct7","Pachon-Rio Choy",0.01524204,0.879208938,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40772","ENSAMXG00000020434","sec31b","Pachon-Rio Choy",0.132920839,0.879245859,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40775","ENSAMXG00000010873","pabpn1l","Pachon-Rio Choy",0.090000974,0.879543032,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40776","ENSAMXG00000006152","cyp7a1","Pachon-Rio Choy",-0.044506609,0.879709218,"Arrhythmic","Between morph","Mack_et_al_2020"
"40778","ENSAMXG00000016453","taf4a","Pachon-Rio Choy",-0.040393299,0.88011877,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40780","ENSAMXG00000016423","slc44a1b","Pachon-Rio Choy",0.265522819,0.880447236,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40782","ENSAMXG00000009158","hmces","Pachon-Rio Choy",0.043949724,0.880596035,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40784","ENSAMXG00000005871","guf1","Pachon-Rio Choy",0.079836631,0.880752705,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40785","ENSAMXG00000016570","prickle1b","Pachon-Rio Choy",0.02991974,0.880793157,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40786","ENSAMXG00000004717","cdca7b","Pachon-Rio Choy",-0.060380576,0.88081073,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40788","ENSAMXG00000005529","nkd2a","Pachon-Rio Choy",0.011846619,0.881068646,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40789","ENSAMXG00000020596","hydin","Pachon-Rio Choy",0.245158938,0.881110174,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40790","ENSAMXG00000012474","egfra","Pachon-Rio Choy",-0.066581013,0.881465165,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40791","ENSAMXG00000018079","cdk10","Pachon-Rio Choy",0.065224421,0.881471594,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40794","ENSAMXG00000011394","dera","Pachon-Rio Choy",0.016394303,0.881767737,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40795","ENSAMXG00000002155","nkx2.1","Pachon-Rio Choy",0.039592194,0.881918521,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40798","ENSAMXG00000017947","tcf3b","Pachon-Rio Choy",-0.017975541,0.882783127,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40803","ENSAMXG00000008902","si:ch211-266i6.3","Pachon-Rio Choy",0.023061845,0.883420871,"Arrhythmic","Between morph","Mack_et_al_2020"
"40804","ENSAMXG00000019176","mtss1lb","Pachon-Rio Choy",-0.155892208,0.883649082,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40805","ENSAMXG00000000667","pcdh18a","Pachon-Rio Choy",0.044593287,0.883748986,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40807","ENSAMXG00000005504","ift88","Pachon-Rio Choy",0.01949783,0.883752416,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40809","ENSAMXG00000011342","las1l","Pachon-Rio Choy",-0.01403235,0.884122372,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40810","ENSAMXG00000024936","mterf2","Pachon-Rio Choy",0.019806328,0.88430779,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40812","ENSAMXG00000018767","ppie","Pachon-Rio Choy",-0.17719792,0.884546486,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40817","ENSAMXG00000008590","FAM189A2 (2 of 2)","Pachon-Rio Choy",0.093997625,0.88469054,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40818","ENSAMXG00000015805","wdr7","Pachon-Rio Choy",-0.07724174,0.884716208,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40821","ENSAMXG00000005255","gosr2","Pachon-Rio Choy",-0.012986723,0.885180614,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40823","ENSAMXG00000008880","maats1","Pachon-Rio Choy",-0.15016181,0.885265596,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40824","ENSAMXG00000017594","stxbp2","Pachon-Rio Choy",-0.011045187,0.885319255,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40825","ENSAMXG00000016353","zdhhc8b","Pachon-Rio Choy",0.10953665,0.885413858,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40827","ENSAMXG00000013399","kdm6al","Pachon-Rio Choy",-0.033232659,0.885476484,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40828","ENSAMXG00000004665","sap130a","Pachon-Rio Choy",0.029642209,0.885551768,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40829","ENSAMXG00000000673","lrp6","Pachon-Rio Choy",0.028462212,0.885562024,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40832","ENSAMXG00000011652","znf839","Pachon-Rio Choy",-0.055481386,0.885866944,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40836","ENSAMXG00000006103","mtmr3","Pachon-Rio Choy",0.026887344,0.885973397,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40837","ENSAMXG00000012292","sike1","Pachon-Rio Choy",0.010299503,0.886069574,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40840","ENSAMXG00000006986","smarcd3b","Pachon-Rio Choy",0.303224686,0.886823623,NA,"Between morph","Mack_et_al_2020"
"40842","ENSAMXG00000020173","dnaaf2","Pachon-Rio Choy",0.073177419,0.887250693,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40843","ENSAMXG00000020898","zgc:85722","Pachon-Rio Choy",-0.136215558,0.887338376,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40844","ENSAMXG00000011259","naa35","Pachon-Rio Choy",-0.046942149,0.887410353,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40845","ENSAMXG00000004840","tomm70a","Pachon-Rio Choy",-0.021534136,0.887509854,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40847","ENSAMXG00000000536","itga6b","Pachon-Rio Choy",0.0483685,0.887662313,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40848","ENSAMXG00000001352","htr2b","Pachon-Rio Choy",-0.028485864,0.88799469,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40849","ENSAMXG00000013594","taok3a","Pachon-Rio Choy",0.073396713,0.888055269,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40851","ENSAMXG00000016362","ccdc127a (1 of many)","Pachon-Rio Choy",0.016659075,0.88845401,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40852","ENSAMXG00000019699","si:dkey-193c22.2","Pachon-Rio Choy",-0.024922683,0.888455772,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40856","ENSAMXG00000019919","tnrc6a","Pachon-Rio Choy",0.068444684,0.888769116,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40857","ENSAMXG00000024614","phf1","Pachon-Rio Choy",-0.290671551,0.888780587,NA,"Between morph","Mack_et_al_2020"
"40858","ENSAMXG00000007435","znf710a","Pachon-Rio Choy",-0.029361342,0.888885294,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40859","ENSAMXG00000010006","myh9a","Pachon-Rio Choy",-0.087958409,0.888905674,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40860","ENSAMXG00000009731","si:dkey-28b4.8","Pachon-Rio Choy",-0.012961954,0.888978752,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40861","ENSAMXG00000018695","jag1","Pachon-Rio Choy",0.113845213,0.889004654,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40863","ENSAMXG00000007289","myo9aa","Pachon-Rio Choy",-0.035041232,0.889302784,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40864","ENSAMXG00000012562","ccdc57","Pachon-Rio Choy",0.098511914,0.88950061,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40865","ENSAMXG00000007930","strn4","Pachon-Rio Choy",-0.180495079,0.889647417,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40867","ENSAMXG00000024840","s1pr3","Pachon-Rio Choy",-0.021746178,0.889775913,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40870","ENSAMXG00000007153","nlrc3","Pachon-Rio Choy",-0.078174991,0.890130236,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40873","ENSAMXG00000011673","khdc4","Pachon-Rio Choy",0.05162771,0.890327441,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40874","ENSAMXG00000011448","uhrf1bp1","Pachon-Rio Choy",0.096666194,0.890453318,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40875","ENSAMXG00000006238","gpaa1","Pachon-Rio Choy",0.024472898,0.89046099,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40877","ENSAMXG00000002300","abl2","Pachon-Rio Choy",0.079046283,0.890657198,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40883","ENSAMXG00000008216","si:ch211-145o7.3","Pachon-Rio Choy",-0.068627347,0.891355937,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40885","ENSAMXG00000005698","vegfba","Pachon-Rio Choy",0.06144365,0.891472881,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40886","ENSAMXG00000011752","cdh18","Pachon-Rio Choy",-0.110782806,0.891474757,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40890","ENSAMXG00000015784","dnm2b","Pachon-Rio Choy",-0.143041617,0.891853785,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40892","ENSAMXG00000016713","ehd2b","Pachon-Rio Choy",0.013255276,0.892243651,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40895","ENSAMXG00000021484","nox1","Pachon-Rio Choy",0.021689492,0.892734647,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40898","ENSAMXG00000008078","zdhhc2","Pachon-Rio Choy",-0.054750054,0.892911483,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40900","ENSAMXG00000025382","stx11a","Pachon-Rio Choy",-0.018417408,0.893106805,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40902","ENSAMXG00000009696","ptprt","Pachon-Rio Choy",0.16372203,0.893176745,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40907","ENSAMXG00000009954","sbf1","Pachon-Rio Choy",-0.153249443,0.893641519,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40908","ENSAMXG00000004571","tanc1a","Pachon-Rio Choy",0.059322431,0.893666667,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40910","ENSAMXG00000019510","poglut3","Pachon-Rio Choy",-0.011766092,0.894032253,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40911","ENSAMXG00000004936","lgi1b","Pachon-Rio Choy",0.016808463,0.894134686,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40915","ENSAMXG00000024953","neurog1","Pachon-Rio Choy",0.039364241,0.894320245,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40919","ENSAMXG00000007747","lamtor5","Pachon-Rio Choy",0.388023966,0.894469754,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40920","ENSAMXG00000014209","pex1","Pachon-Rio Choy",0.0674599,0.89454922,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40921","ENSAMXG00000013830","stat1a","Pachon-Rio Choy",-0.332872051,0.894626072,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40925","ENSAMXG00000002684","gabpa","Pachon-Rio Choy",0.022911827,0.894951078,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40928","ENSAMXG00000001797","chrm2b","Pachon-Rio Choy",-0.036407272,0.895386661,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40931","ENSAMXG00000002937","ctnnb2","Pachon-Rio Choy",-0.016434878,0.895663387,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40934","ENSAMXG00000012382","mindy2","Pachon-Rio Choy",-0.071676428,0.896025951,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"40936","ENSAMXG00000001066","si:dkey-65j6.2","Pachon-Rio Choy",-0.077765715,0.896353712,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
