Gene_stable_ID,Comparison,logFC,PValue,Gene_name,Gene_description,Ensembl_Family_Description,Condition,Publication,Age_at_Sampling,Tissue
ENSAMXG00000016490,Rio Choy-Control,0.531381733,0.15696393,sycp1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016494,Rio Choy-Control,-0.165118759,0.625384799,zgc:112285,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016497,Rio Choy-Control,0.297209792,0.251791346,slc16a1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016499,Rio Choy-Control,0.181217534,0.469431136,ndufa10,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016503,Rio Choy-Control,-0.850660555,0.023010364,slc16a1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016504,Rio Choy-Control,-0.214289743,0.533485592,jak2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016507,Rio Choy-Control,0.680972856,0.001210497,sars1,seryl-tRNA synthetase [Source:NCBI gene;Acc:103045372],SERINE TRNA LIGASE EC_6.1.1.11 SERYL TRNA SYNTHETASE SERRS SERYL TRNA SER/SEC SYNTHETASE,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016508,Rio Choy-Control,-0.038148311,0.893772486,TAFA3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016510,Rio Choy-Control,0.124925075,0.435803092,tsg101a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016512,Rio Choy-Control,-0.135279879,0.590686719,cntn1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016515,Rio Choy-Control,0.432799224,0.10975109,dtwd2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016517,Rio Choy-Control,-0.900672885,0.107701482,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016518,Rio Choy-Control,-0.146911696,0.709235766,rtkn2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016520,Rio Choy-Control,-0.032015723,0.891675436,rhoaa,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016522,Rio Choy-Control,-0.482411581,0.390870268,myo1f,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016523,Rio Choy-Control,0.636732314,0.685213601,FAM83A,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016524,Rio Choy-Control,0.018679847,0.94660739,mov10a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016526,Rio Choy-Control,-0.96321508,0.056317577,syt15,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016532,Rio Choy-Control,-0.066226022,0.762716557,fam50a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016533,Rio Choy-Control,-1.233374381,0.093560343,mllt1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016534,Rio Choy-Control,-0.023920677,0.918235531,st7l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016537,Rio Choy-Control,-0.260968695,0.434760539,wnt2ba,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016539,Rio Choy-Control,-0.409132717,0.210036164,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016540,Rio Choy-Control,-0.620831749,0.192503157,arhgap33,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016541,Rio Choy-Control,0.167623577,0.591462433,acsbg2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016545,Rio Choy-Control,0.147449802,0.342550522,rbm42,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016547,Rio Choy-Control,0.310699607,0.211876894,cs,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016548,Rio Choy-Control,0.088204382,0.632445309,si:ch73-127m5.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016550,Rio Choy-Control,-0.073296444,0.780682555,phc2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016552,Rio Choy-Control,-0.232732085,0.241776264,slc43a2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016554,Rio Choy-Control,-0.207876474,0.41946916,slc2a1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016559,Rio Choy-Control,0.555576538,0.042570717,tmem147,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016560,Rio Choy-Control,-0.300197679,0.300784905,gxylt1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016561,Rio Choy-Control,-0.449409328,0.338728045,RAP1GAP,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016565,Rio Choy-Control,-0.274725922,0.677320899,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016566,Rio Choy-Control,-0.145855032,0.456401137,pphln1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016567,Rio Choy-Control,-0.250372689,0.34733512,abtb2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016569,Rio Choy-Control,-0.500173399,0.3755503,fcho1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016570,Rio Choy-Control,-0.10000549,0.601678764,prickle1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016571,Rio Choy-Control,0.45570832,0.160928262,pus7l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016572,Rio Choy-Control,-0.153264685,0.495217776,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016573,Rio Choy-Control,-0.864048328,0.014443746,ccdc171,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016575,Rio Choy-Control,0.102622141,0.641018881,ripk4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016576,Rio Choy-Control,-0.821089421,0.068494622,MYO9B,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016577,Rio Choy-Control,0.192398765,0.339801771,gapdhs,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016578,Rio Choy-Control,-0.833940131,0.005161702,racgap1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016579,Rio Choy-Control,-0.117430531,0.722800698,nell2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016581,Rio Choy-Control,-0.60874858,0.128510198,lrig2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016585,Rio Choy-Control,-5.239362212,0.004231851,ATP4A,,POTASSIUM TRANSPORTING ATPASE ALPHA CHAIN 1 EC_3.6.3.10 GASTRIC H + /K + ATPASE SUBUNIT ALPHA PROTON PUMP,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016589,Rio Choy-Control,-0.266180423,0.475646939,si:ch211-210c8.6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016590,Rio Choy-Control,0.17669355,0.640414168,lpxn,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016591,Rio Choy-Control,-0.166596317,0.65025632,grm4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016593,Rio Choy-Control,-0.494364528,0.114253456,trabd2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016594,Rio Choy-Control,0.15844422,0.485260501,pitpnab,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016595,Rio Choy-Control,-0.583597476,0.07542965,foxd2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016596,Rio Choy-Control,-0.289120325,0.303958045,si:ch73-127m5.1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016599,Rio Choy-Control,-0.004167383,0.990424264,ITIH3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016600,Rio Choy-Control,-0.692075953,0.744691695,fam78bb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016601,Rio Choy-Control,-0.271468844,0.604946258,igfn1.1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016608,Rio Choy-Control,0.250129366,0.353617088,tfcp2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016611,Rio Choy-Control,-1.217569476,0.137945319,csrnp2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016613,Rio Choy-Control,-0.772121896,0.148427055,IGSF22,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016615,Rio Choy-Control,-0.969543187,0.305012395,nlgn1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016616,Rio Choy-Control,0.300300953,0.417616951,igfn1.3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016620,Rio Choy-Control,-0.379983407,0.440265073,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016621,Rio Choy-Control,-0.708067245,0.060361573,ect2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016622,Rio Choy-Control,0.213968835,0.663917529,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016623,Rio Choy-Control,-0.79304488,0.206543411,itga5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016625,Rio Choy-Control,-0.452144068,0.321484791,acot11b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016626,Rio Choy-Control,0.671304933,0.028418132,nsun5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016628,Rio Choy-Control,0.416400687,0.042796667,sec22bb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016629,Rio Choy-Control,-0.939317682,0.500050039,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016631,Rio Choy-Control,-0.137977382,0.87395711,tmem86a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016632,Rio Choy-Control,-0.553317137,0.199792353,igfn1.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016633,Rio Choy-Control,-1.206277877,0.697569338,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016638,Rio Choy-Control,0.071437019,0.616132632,med17,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016639,Rio Choy-Control,0.078208038,0.796343335,cox20,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016641,Rio Choy-Control,-0.283381286,0.390015086,spty2d1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016643,Rio Choy-Control,0.287243407,0.243200764,inpp5kb,inositol polyphosphate 5-phosphatase K-like [Source:NCBI gene;Acc:103045760],INOSITOL POLYPHOSPHATE 5 PHOSPHATASE K EC_3.1.3.56 SKELETAL MUSCLE AND KIDNEY ENRICHED INOSITOL PHOSPHATASE,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016646,Rio Choy-Control,-0.845617558,0.182994367,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016647,Rio Choy-Control,0.226193326,0.374014999,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016650,Rio Choy-Control,0.21975461,0.483062827,zgc:66479,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016652,Rio Choy-Control,-0.263561536,0.578443608,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016657,Rio Choy-Control,-0.519835331,0.14535064,parp4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016660,Rio Choy-Control,0.051498373,0.943090254,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016665,Rio Choy-Control,0.424705609,0.057178189,tarbp2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016669,Rio Choy-Control,-0.531078624,0.162240121,rapgef3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016670,Rio Choy-Control,-0.792524723,0.504183112,klf7a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016671,Rio Choy-Control,0.18288651,0.295440851,srrt,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016673,Rio Choy-Control,-0.74897101,0.118487241,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:NCBI gene;Acc:103043657],RAS ASSOCIATED AND PLECKSTRIN HOMOLOGY DOMAINS CONTAINING 1 RAPH1 AMYOTROPHIC LATERAL SCLEROSIS 2 CHROMOSOMAL REGION CANDIDATE GENE 18 AMYOTROPHIC LATERAL SCLEROSIS 2 CHROMOSOMAL REGION CANDIDATE GENE 9 LAMELLIPODIN PROLINE RICH EVH1 LIGAND 2 PREL 2 RMO1,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016674,Rio Choy-Control,0.176570706,0.743215069,ppap2d,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016677,Rio Choy-Control,0.040879493,0.921043896,cd180,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016679,Rio Choy-Control,-0.052730878,0.856295759,si:dkeyp-19e1.3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016683,Rio Choy-Control,-0.07453737,0.857064705,ttf2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016685,Rio Choy-Control,0.446532575,0.038793433,plod3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016686,Rio Choy-Control,0.36065079,0.257345248,abca4a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016687,Rio Choy-Control,0.011462647,0.956159748,rgl1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016691,Rio Choy-Control,-0.240036649,0.602444412,chrng,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016692,Rio Choy-Control,-0.254038402,0.516239301,tespa1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016693,Rio Choy-Control,-0.690484052,0.080703083,bicra,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016696,Rio Choy-Control,-0.137599585,0.722882104,gbe1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016698,Rio Choy-Control,-0.4834679,0.398834925,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016699,Rio Choy-Control,0.296131051,0.398240346,atp10d,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016700,Rio Choy-Control,-0.362000685,0.216852845,ndst2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016702,Rio Choy-Control,-1.95262978,0.003436726,tgfbr3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016703,Rio Choy-Control,-0.608003601,0.328411262,tnni3k,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016704,Rio Choy-Control,-1.545518353,0.055866327,nacc1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016705,Rio Choy-Control,0.029115582,0.949960532,anks1ab,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016707,Rio Choy-Control,-0.411279971,0.54003601,igsf3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016708,Rio Choy-Control,-0.481518282,0.258027992,pom121,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016710,Rio Choy-Control,-0.156951281,0.723876301,cntnap5a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016713,Rio Choy-Control,-0.10070695,0.635719581,ehd2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016719,Rio Choy-Control,0.940371815,0.005384182,th,tyrosine hydroxylase [Source:NCBI gene;Acc:103023599],TYROSINE 3 MONOOXYGENASE EC_1.14.16.2 TYROSINE 3 HYDROXYLASE,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016721,Rio Choy-Control,-0.327439454,0.26440184,cdkal1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016722,Rio Choy-Control,-1.249067928,0.078544791,grm6a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016723,Rio Choy-Control,-0.477687667,0.338103605,uggt1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016724,Rio Choy-Control,0.044597075,0.879383409,camk2g1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016727,Rio Choy-Control,0.06103241,0.857807333,brdt,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016729,Rio Choy-Control,-0.386740824,0.103892149,NCALD,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016731,Rio Choy-Control,0.135166795,0.653138254,zgc:91849,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016732,Rio Choy-Control,-0.111333869,0.844357359,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016740,Rio Choy-Control,-0.065371007,0.847717116,fer1l6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016742,Rio Choy-Control,0.210553473,0.579844419,ptgis,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016743,Rio Choy-Control,-0.818320922,0.040183811,ABCA7,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016745,Rio Choy-Control,-0.043154726,0.84657342,cpsf6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016747,Rio Choy-Control,-0.165835993,0.898706402,CYP19A1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016749,Rio Choy-Control,0.324091424,0.444522739,YPEL2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016750,Rio Choy-Control,-0.041954048,0.944059068,foxo6b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016752,Rio Choy-Control,-0.487114391,0.383952061,soga1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016753,Rio Choy-Control,0.422060178,0.226940252,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016757,Rio Choy-Control,-0.976264062,0.29220946,soga3a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016758,Rio Choy-Control,0.247522905,0.936696692,lhx8b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016759,Rio Choy-Control,0.299732787,0.142488432,mrpl23,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016760,Rio Choy-Control,-1.035355715,0.026619436,mfhas1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016763,Rio Choy-Control,-0.095803148,0.807082825,si:ch73-389b16.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016765,Rio Choy-Control,0.070525955,0.907358257,kcnb1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016766,Rio Choy-Control,0.365180184,0.061863082,FAR2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016767,Rio Choy-Control,0.092641524,0.779673312,sec24c,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016768,Rio Choy-Control,0.190388421,0.417113629,APBA3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016770,Rio Choy-Control,-0.026243689,0.943202488,elmsan1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016772,Rio Choy-Control,0.14819931,0.488320507,elovl4a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016773,Rio Choy-Control,-0.299553334,0.269164114,comta,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016774,Rio Choy-Control,-0.137474871,0.739602929,ppp1r8a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016775,Rio Choy-Control,-0.122698584,0.556293287,ptpn2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016777,Rio Choy-Control,0.125558449,0.570517578,smg8,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016778,Rio Choy-Control,0.603390596,0.011578829,phb2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016781,Rio Choy-Control,-0.811809844,0.061607548,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016782,Rio Choy-Control,0.053463801,0.774824167,si:ch211-236l14.4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016783,Rio Choy-Control,0.226952125,0.571856303,si:ch73-233m11.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016788,Rio Choy-Control,0.078444811,0.763880385,dctn3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016789,Rio Choy-Control,0.1426258,0.638810812,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016791,Rio Choy-Control,0.122460377,0.55242037,osbpl2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016792,Rio Choy-Control,-0.609344853,0.339192527,iqsec1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016793,Rio Choy-Control,-0.146262756,0.66974852,si:dkey-7k24.5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016794,Rio Choy-Control,-0.192541222,0.578314719,prkag3b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016795,Rio Choy-Control,-0.179781257,0.461347943,smarcc1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016796,Rio Choy-Control,-0.33473277,0.14495592,cdk16,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016797,Rio Choy-Control,0.25532546,0.189409635,seh1l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016801,Rio Choy-Control,0.029142592,0.910709819,ptgr2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016804,Rio Choy-Control,0.313596373,0.272178392,sec11a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000016806,Rio Choy-Control,-0.258488335,0.580615157,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
